"respondent_id","h1n1_vaccine","seasonal_vaccine"
26707,0.192494473328258,0.354093012002085
26708,0.0716614194158874,0.184839112596417
26709,0.342373048231298,0.641601333395374
26710,0.377565556036475,0.733681099512485
26711,0.295722471326803,0.428135133754669
26712,0.287982134878361,0.603789804083039
26713,0.355275133414144,0.478460883056796
26714,0.192494473328258,0.263181947675783
26715,0.0564544736898596,0.221243921067267
26716,0.108447276854999,0.704386246196546
26717,0.0585805281108148,0.425559415420319
26718,0.22928033076737,0.400084155903613
26719,0.140229614396276,0.767475028627781
26720,0.0882829086536236,0.408962383971093
26721,0.463738806930689,0.603394433159448
26722,0.0730759629275957,0.265212585706545
26723,0.591326959211398,0.743540754309976
26724,0.0882829086536236,0.550090131851631
26725,0.0716614194158874,0.201436144045644
26726,0.0709499085066405,0.142901085987901
26727,0.22928033076737,0.703404819466534
26728,0.221539994318928,0.415699760622828
26729,0.0737874738368427,0.25088617182196
26730,0.0737874738368427,0.25088617182196
26731,0.0564544736898596,0.325966860476955
26732,0.325572752871335,0.33596847557247
26733,0.677933467972207,0.858986230171524
26734,0.677933467972207,0.428135133754669
26735,0.108447276854999,0.41668118735284
26736,0.0882829086536236,0.245788041558698
26737,0.0716614194158874,0.205245083474275
26738,0.490658273500403,0.670896186711313
26739,0.0882829086536236,0.25088617182196
26740,0.206989908145039,0.189937242859679
26741,0.22928033076737,0.834070529123707
26742,0.0882829086536236,0.325112303368076
26743,0.0730759629275957,0.386915789439237
26744,0.0932403311289712,0.579855529765234
26745,0.2063330485929,0.896855441924879
26746,0.0882829086536236,0.263366499737936
26747,0.0882829086536236,0.324130876638064
26748,0.199249571696597,0.184839112596417
26749,0.0882829086536236,0.455835695466271
26750,0.490658273500403,0.733681099512485
26751,0.287982134878361,0.439634034940634
26752,0.0716614194158874,0.204263656744263
26753,0.221539994318928,0.54023047705414
26754,0.140229614396276,0.405236074133341
26755,0.0987493488917742,0.481312186122621
26756,0.0564544736898596,0.13101895192816
26757,0.490658273500403,0.592553351631947
26758,0.423843328394532,0.704690115826609
26759,0.0585805281108148,0.220447046399409
26760,0.0564544736898596,0.125920821664898
26761,0.325572752871335,0.682591825347695
26762,0.145187036871624,0.564164751371946
26763,0.677933467972207,0.858004803441513
26764,0.680702120720643,0.797240426541384
26765,0.209101701341336,0.550232092149655
26766,0.209115962565994,0.245788041558698
26767,0.611491327412773,0.592553351631947
26768,0.0730759629275957,0.439238664017044
26769,0.206989908145039,0.348013455008812
26770,0.221539994318928,0.609150383081174
26771,0.0716614194158874,0.325966860476955
26772,0.0737874738368427,0.415041940964366
26773,0.0730759629275957,0.456817122196282
26774,0.122896614249293,0.422629980250426
26775,0.108447276854999,0.415699760622828
26776,0.470493905299027,0.439238664017044
26777,0.113956294617802,0.733681099512485
26778,0.221539994318928,0.404200859436864
26779,0.108447276854999,0.562277071585996
26780,0.22928033076737,0.897836868654891
26781,0.2063330485929,0.479182617313195
26782,0.0737874738368427,0.324130876638064
26783,0.0737874738368427,0.324130876638064
26784,0.174889417414433,0.502361265300785
26785,0.357401187835099,0.444336794280306
26786,0.209115962565994,0.262385073007925
26787,0.0861568542326683,0.48914120288935
26788,0.140229614396276,0.767475028627781
26789,0.0730759629275957,0.386399930078798
26790,0.0737874738368427,0.324130876638064
26791,0.0737874738368427,0.245788041558698
26792,0.221539994318928,0.578874103035222
26793,0.194620527749213,0.744522181039987
26794,0.611491327412773,0.761807251037614
26795,0.0787448963121904,0.773306152223579
26796,0.0716614194158874,0.142517853114124
26797,0.174889417414433,0.574549599341237
26798,0.322208680029923,0.262385073007925
26799,0.322208680029923,0.246769468288709
26800,0.0932403311289712,0.896855441924879
26801,0.340779698597363,0.383387865318025
26802,0.0882829086536236,0.265212585706545
26803,0.0882829086536236,0.245788041558698
26804,0.0716614194158874,0.184839112596417
26805,0.0939518420382182,0.399102729173602
26806,0.0882829086536236,0.743540754309976
26807,0.408815188790732,0.72733909378434
26808,0.221539994318928,0.41668118735284
26809,0.611491327412773,0.562277071585996
26810,0.0730759629275957,0.245788041558698
26811,0.0882829086536236,0.203466782076405
26812,0.0987493488917742,0.640619906665362
26813,0.345577205450919,0.477479456326785
26814,0.0564544736898596,0.48914120288935
26815,0.0716614194158874,0.201436144045644
26816,0.2063330485929,0.404200859436864
26817,0.108447276854999,0.541211903784151
26818,0.108447276854999,0.399102729173602
26819,0.345141700979734,0.562277071585996
26820,0.0882829086536236,0.263366499737936
26821,0.0882829086536236,0.426540842150331
26822,0.214784895950589,0.641601333395374
26823,0.409347893577751,0.54636382201388
26824,0.0716614194158874,0.519417482935301
26825,0.342905753018318,0.581347838627593
26826,0.0932403311289712,0.54023047705414
26827,0.0939518420382182,0.399102729173602
26828,0.221539994318928,0.54023047705414
26829,0.478219980522811,0.897836868654891
26830,0.0585805281108148,0.551071558581642
26831,0.140229614396276,0.575005832899448
26832,0.22928033076737,0.755727694044341
