respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.0314393533057627,0.263784178496613
26708,0.0167126936684178,0
26709,0.533030593284267,0.701619156133107
26710,0.546486457506038,0.835449675791007
26711,0.127062317687952,0.456295180237426
26712,0.438320662139673,0.90676917594465
26713,0.404298001392165,0.568640797280549
26714,0.15529505989092,0.193591215826171
26715,0.0136317314026914,0
26716,0.211154242929962,0.862852907067484
26717,0.0153143868493972,0.585055759490616
26718,0.219140720141208,0.468442124858051
26719,0.0876506190325623,0.959329273524346
26720,0.0381817408395953,0.169359031251818
26721,0.405228685514057,0.292344537380453
26722,0.0231848202297334,0
26723,0.66544290127038,0.817291070165315
26724,0.135038367530452,0.810063803049197
26725,0.017446188447293,0.12427627946038
26726,0.00926276347225573,0
26727,0.385135021563627,0.837200325888265
26728,0.235193968760071,0.554685554643894
26729,0.0807237432887457,0.249014663706857
26730,0.0282264143963466,0.146733015451093
26731,0.00744047639595038,0.584760199243517
26732,0.0541455634839422,0.098513959329585
26733,0.937257786696435,0.923667635613114
26734,0.909237536163601,0.31102407166039
26735,0.17300180076213,0.52834467112229
26736,0.0823575502602299,0.169357663219595
26737,0.0418797988734619,0.149950381369584
26738,0.704794793666024,0.856500087768452
26739,0.133743270555941,0
26740,0.226322681191369,0.152125788421976
26741,0.190609354987768,0.880255608675527
26742,0.18195611046436,0.464932628790911
26743,0.0157980377290264,0.386472448760138
26744,0.0719642220768275,0.64054982762007
26745,0.0795201213955159,0.963055095938133
26746,0.125931081609795,0.329267106773845
26747,0.0966059487905596,0.283418542029833
26748,0.1280655446137,0.0945104003942161
26749,0.0920749122199973,0.71371611444449
26750,0.667091134940853,0.878656698918384
26751,0.326429003989558,0.75605756654772
26752,0.0171601050145391,0.0626516401307783
26753,0.212280965993732,0.684673575568466
26754,0.0464807209342967,0.673463469752941
26755,0.0779676087038243,0.270040809210278
26756,0.00585788133835374,0.0755511341259402
26757,0.556011380911263,0.527594525184166
26758,0.630978702455875,0.857101118339191
26759,0.0537994070347003,0.240969434074435
26760,0.00394570780122756,0
26761,0.190917899769878,0.560088380851138
26762,0.166811131230117,0.745818879906463
26763,0.896009140430086,0.97585570270399
26764,0.926960535821193,0.90656651935808
26765,0.0196546274976595,0.777019263417292
26766,0.192144169900173,0.155119475443489
26767,0.784689424437006,0.751790965633768
26768,0.00765102015374256,0.448245150132303
26769,0.139528803411907,0.14953639286459
26770,0.150437398478976,0.748440662171357
26771,0.048156421268523,0
26772,0.122645012131936,0.336800712419009
26773,0.0038933172538469,0
26774,0.0123095377401117,0.626619477835127
26775,0.111557306771073,0.445396623090393
26776,0.34790098368211,0.301291928528913
26777,0.13663511736301,0.894934019788637
26778,0.140248639415298,0.133974630916827
26779,0.0978709002030539,0.494094693903251
26780,0.198560855600759,0.905446747544633
26781,0.0375036481220437,0.439131663450038
26782,0.0426814709800219,0.28524078729214
26783,0.0805511824245212,0.362937251030252
26784,0.397217711536745,0.87669484873995
26785,0.399542476727535,0.550300453653383
26786,0.065645690690557,0.32677588440115
26787,0.105711943168021,0.675453238717924
26788,0.0529080503954695,0.960748874330769
26789,0.00367643608923191,0.239903141565117
26790,0.0283221707580422,0.315528509006063
26791,0.07889953564261,0.144052979375561
26792,0.182272308611275,0.814464585895583
26793,0.124587581234578,0.952734534704448
26794,0.78734792164267,0.863071020168424
26795,0.0391401951855184,0.924504368175801
26796,0.0332565215202952,0.129498193395666
26797,0.0980404615960526,0.723712543316652
26798,0.0879489531355419,0.184588297899236
26799,0.265031659563609,0.239050699639956
26800,0.0308577726226373,0.889659631856307
26801,0.119025470804001,0.360237406258086
26802,0.0501988132065417,0.235641249387044
26803,0.0619167164517448,0.160415331350525
26804,0.0306183513342187,0.0983447024323541
26805,0.0936203527233627,0
26806,0.072378512762984,0.962403711795302
26807,0.648866503167646,0.969552193690258
26808,0.246423759502738,0.508432829783463
26809,0.708287229148165,0.0993392049781948
26810,0.0318622312329116,0.100036946760698
26811,0.0267860736372095,0.107031088060468
26812,0.161144751921496,0.70089655006982
26813,0.234530849869579,0.280927907590676
26814,0.0343651807049789,0.710332691392526
26815,0.0258121807076042,0.112710943533762
26816,0.0268486122855283,0.240578951873383
26817,0.170986428382043,0.743389054579247
26818,0.0488262362762883,0.280700582270288
26819,0.277784126782561,0.453686045137408
26820,0.100288734953398,0.263798194525598
26821,0.145435941163085,0.485237431362938
26822,0.392319156629035,0.76052356446127
26823,0.431362823682696,0
26824,0.0475152523571342,0.643153604623868
26825,0.264630779620324,0.745216119633997
26826,0.0782489254589934,0.672608316475432
26827,0.0690679831214473,0.118334006587469
26828,0.14799991231998,0.532416212392593
26829,0.629837086269314,0.969543374170064
26830,0.109490751934434,0.90210753559509
26831,0.208237725239156,0.903263909220599
26832,0.130890492873307,0.837446144697282
26833,0.00161641672822801,0.398583057262735
26834,0.0672454741849789,0.341421769092486
26835,0.367806267496324,0.962252951072164
26836,0.083872689145864,0.629200734434025
26837,0.032883385454701,0.0559023611037085
26838,0.11137692220012,0.301262438675196
26839,0.151127646257228,0.5867685979051
26840,0.0385869865086596,0.111820923966291
26841,0.322851652549343,0.828691256976539
26842,0.0434050991451671,0.20970080919657
26843,0.0116727748315866,0.0559942155224696
26844,0.0372852227534683,0.503935535682614
26845,0.0153263385369787,0.579161794058752
26846,0.0598771871208519,0.862717758657062
26847,0.385614955354032,0.0931308321415148
26848,0.0470789109999558,0.758983041218871
26849,0.108967840671131,0.630634189184793
26850,0.527224836491798,0.508592308336834
26851,0.0163157738891574,0.0934632610806635
26852,0.0209067925410588,0.125559113665751
26853,0.442992158539697,0.465389685185226
26854,0.0173356605704855,0
26855,0.519792394395252,0.866792170573984
26856,0.0556998067344036,0
26857,0.488498416636305,0.164355742531078
26858,0.164189390704945,0.729592363581009
26859,0.0953458064651748,0.121933292126646
26860,0.0655969898874589,0.121826720231103
26861,0.0253263550386152,0.0925279821052753
26862,0.116636148850899,0.261980624912485
26863,0.268421546657069,0.485478892431444
26864,0.530179108626628,0.352713008148121
26865,0.00560671580140309,0.0828992324028579
26866,0.282416712918912,0.638709765803956
26867,0.0488444916821207,0.188154858184447
26868,0.836268014476243,0.8896527182619
26869,0.137487104636346,0.33604326745067
26870,0.678771974915612,0.802583398080077
26871,0.026891871648828,0.0790817312590515
26872,0.0818954479655524,0.370940920061092
26873,0.087345037475781,0.841070792419433
26874,0.0619917311594365,0
26875,0.60966946780944,0.967037736688336
26876,0.0193097077234835,0
26877,0.0326236821521266,0.144030385647702
26878,0.16172031701877,0.385963718046425
26879,0.00374111942832385,0
26880,0.0271905809837521,0.104464630117464
26881,0.0274771140638154,0.0908738281625173
26882,0.0460089259063693,0.120561775291269
26883,0.0695263758730278,0.217916123655128
26884,0.0610756786683676,0.198724513313662
26885,0.214642663044695,0.820943679943616
26886,0.0716285609244478,0.882664518656873
26887,0.592927715054105,0.849938955128536
26888,0.877547361307967,0.900913253999766
26889,0.0165936191518046,0.116518497585883
26890,0.126604047448143,0.327804830651229
26891,0.452852353486511,0.591063151802776
26892,0.157292917864123,0.850947991016719
26893,0.0336504805448698,0.226432885013984
26894,0.151276639353905,0.238217728479791
26895,0.084280986171445,0.928637042692158
26896,0.0235906427865168,0.099164721674245
26897,0.0539710513032283,0.328896572358913
26898,0.265613173773413,0.694493291870233
26899,0.0198461784633675,0.086931351158151
26900,0.0616365071741374,0.284075144873635
26901,0.00702634148311312,0.48556739325395
26902,0.211542285176238,0.889058308697446
26903,0.151611041028397,0.0832415204737918
26904,0.0544904272239166,0.287442478035613
26905,0.297302821648778,0.928904614029439
26906,0.0387373931679223,0.245906671604594
26907,0.00565784510075089,0.558082437904522
26908,0.130913199018297,0.858667043669174
26909,0.0583809480101691,0.282370033449146
26910,0.0835148975063003,0.180692448160909
26911,0.063920291666563,0.108300626582111
26912,0.525582178878531,0.967965890068662
26913,0.814306615903742,0.875665329134941
26914,0.0815804978226938,0.147726157088375
26915,0.132485789541243,0.77568168491414
26916,0.0974104347497968,0.320783432426058
26917,0.00196397609815987,0
26918,0.764646377913208,0.968368858530081
26919,0.339604239436383,0.631916811698345
26920,0.0309738734203081,0.141143403857077
26921,0.170862373823912,0.807109299240672
26922,0.0279779299862698,0.90453468470704
26923,0.0915227306927005,0.48028863815297
26924,0.672091562444871,0.867892651263798
26925,0.165695258848494,0.624061927203558
26926,0.438739934312753,0.47652751485704
26927,0.294096843923364,0.651148458495085
26928,0.0512799767279676,0.524015208265833
26929,0.094591688019685,0.134757911865181
26930,0.738980276838297,0.940449934417421
26931,0.141103457947512,0.413429543223236
26932,0.052298667699836,0.942731756141027
26933,0.0441178556403221,0.80642277468171
26934,0.445184018280979,0.736654977991445
26935,0.167929590630975,0.511287142126175
26936,0.441382342693123,0.166379869780469
26937,0.325070907867309,0.869276353708592
26938,0.0469661123810992,0
26939,0.0114333462782164,0.0733759903970211
26940,0.0697551590209118,0.119880386210943
26941,0.0479094331100033,0.333798470449136
26942,0.560313079899029,0.924174959513443
26943,0.168972437196968,0.695748950473667
26944,0.102491469040331,0.173772822227211
26945,0.127004950827969,0.462647235772053
26946,0.062512236571436,0.899452799891359
26947,0.18900319214316,0.518573735582056
26948,0.0162450681780134,0.104644246478667
26949,0.0203670112472654,0
26950,0.0353585416808118,0.539188951702094
26951,0.0838444439496612,0.200211263256911
26952,0.890816919229376,0.964392371848111
26953,0.745829202252997,0.922482765295319
26954,0.0257049513080596,0.192639047281422
26955,0.180927355170285,0.531978652749637
26956,0.162474871619905,0.257524685094543
26957,0.03097533936822,0.944384259299992
26958,0.239368474752254,0.696004081168906
26959,0.0134323748261439,0
26960,0.0209702724682935,0
26961,0.239333316348208,0.454693339392929
26962,0.184289892375424,0.875986024776364
26963,0.171184703127601,0.313291247876993
26964,0.116569283156366,0.173759081333344
26965,0.824829046070763,0.913899442330897
26966,0.00400356001367562,0
26967,0.222320149563847,0.328719430414837
26968,0.0486614312697494,0.917032682319513
26969,0.0362426644202686,0
26970,0.727598088752639,0.430138431556026
26971,0.0402551017861714,0.329475422688177
